VarName,TimeString,VarValue,Validity,Time_ms
DRIVE 1 ACTUAL POWER,31/03/2017 10:55:22,1.96976,1,42825455114
DRIVE 1 ACTUAL POWER,31/03/2017 10:56:22,1.68E-02,1,42825455809
DRIVE 1 ACTUAL POWER,31/03/2017 10:57:22,0.5776885,1,42825456503
DRIVE 1 ACTUAL POWER,31/03/2017 10:58:22,0.9196006,1,42825457198
DRIVE 1 ACTUAL POWER,31/03/2017 10:59:22,1.944414,1,42825457891
DRIVE 1 ACTUAL POWER,31/03/2017 11:00:22,2.557954,1,42825458585
DRIVE 1 ACTUAL POWER,31/03/2017 11:01:22,0.410121,1,42825459280
DRIVE 1 ACTUAL POWER,31/03/2017 11:02:22,0.5721476,1,42825459974
DRIVE 1 ACTUAL POWER,31/03/2017 11:03:22,0.9284499,1,42825460669
DRIVE 1 ACTUAL POWER,31/03/2017 11:04:22,1.963987,1,42825461363
DRIVE 1 ACTUAL POWER,31/03/2017 11:05:22,2.528809,1,42825462058
DRIVE 1 ACTUAL POWER,31/03/2017 11:06:22,0.4064365,1,42825462752
DRIVE 1 ACTUAL POWER,31/03/2017 11:07:22,0,1,42825463447
DRIVE 1 ACTUAL POWER,31/03/2017 11:08:22,0.2535696,1,42825464141
DRIVE 1 ACTUAL POWER,31/03/2017 11:09:22,0.8729119,1,42825464836
DRIVE 1 ACTUAL POWER,31/03/2017 11:10:22,7.71E-03,1,42825465530
DRIVE 1 ACTUAL POWER,31/03/2017 11:11:22,6.78E-02,1,42825466225
DRIVE 1 ACTUAL POWER,31/03/2017 11:12:22,0.1506725,1,42825466919
DRIVE 1 ACTUAL POWER,31/03/2017 11:13:22,0.2828121,1,42825467614
DRIVE 1 ACTUAL POWER,31/03/2017 11:14:22,-2.97E-07,1,42825468308
DRIVE 1 ACTUAL POWER,31/03/2017 11:15:22,0,1,42825469003
DRIVE 1 ACTUAL POWER,31/03/2017 11:16:22,0,1,42825469697
DRIVE 1 ACTUAL POWER,31/03/2017 11:17:22,0,1,42825470392
DRIVE 1 ACTUAL POWER,31/03/2017 11:18:22,0,1,42825471086
DRIVE 1 ACTUAL POWER,31/03/2017 11:19:22,0,1,42825471781
DRIVE 1 ACTUAL POWER,31/03/2017 11:20:22,0,1,42825472475
DRIVE 1 ACTUAL POWER,31/03/2017 11:21:22,0,1,42825473170
DRIVE 1 ACTUAL POWER,31/03/2017 11:22:22,0,1,42825473864
DRIVE 1 ACTUAL POWER,31/03/2017 11:23:22,0,1,42825474559
DRIVE 1 ACTUAL POWER,31/03/2017 11:24:22,0,1,42825475253
DRIVE 1 ACTUAL POWER,31/03/2017 11:25:22,0,1,42825475948
DRIVE 1 ACTUAL POWER,31/03/2017 11:26:22,0,1,42825476642
DRIVE 1 ACTUAL POWER,31/03/2017 11:27:22,0,1,42825477336
DRIVE 1 ACTUAL POWER,31/03/2017 11:28:22,0,1,42825478030
DRIVE 1 ACTUAL POWER,31/03/2017 11:29:22,0,1,42825478724
DRIVE 1 ACTUAL POWER,31/03/2017 11:30:22,0,1,42825479419
DRIVE 1 ACTUAL POWER,31/03/2017 11:31:22,0,1,42825480113
DRIVE 1 ACTUAL POWER,31/03/2017 11:32:22,0,1,42825480808
DRIVE 1 ACTUAL POWER,31/03/2017 11:33:22,0,1,42825481502
DRIVE 1 ACTUAL POWER,31/03/2017 11:34:22,0,1,42825482197
DRIVE 1 ACTUAL POWER,31/03/2017 11:35:22,0,1,42825482891
DRIVE 1 ACTUAL POWER,31/03/2017 11:36:22,0,1,42825483586
DRIVE 1 ACTUAL POWER,31/03/2017 11:37:22,0,1,42825484280
DRIVE 1 ACTUAL POWER,31/03/2017 11:38:22,0,1,42825484975
DRIVE 1 ACTUAL POWER,31/03/2017 11:39:22,0,1,42825485669
DRIVE 1 ACTUAL POWER,31/03/2017 11:40:22,0,1,42825486364
DRIVE 1 ACTUAL POWER,31/03/2017 11:41:22,0,1,42825487058
DRIVE 1 ACTUAL POWER,31/03/2017 11:42:22,0,1,42825487753
DRIVE 1 ACTUAL POWER,31/03/2017 11:43:22,0,1,42825488447
DRIVE 1 ACTUAL POWER,31/03/2017 11:44:22,0,1,42825489142
DRIVE 1 ACTUAL POWER,31/03/2017 11:45:22,0,1,42825489836
DRIVE 1 ACTUAL POWER,31/03/2017 11:46:22,0,1,42825490531
DRIVE 1 ACTUAL POWER,31/03/2017 11:47:22,0,1,42825491225
DRIVE 1 ACTUAL POWER,31/03/2017 11:48:22,0,1,42825491920
DRIVE 1 ACTUAL POWER,31/03/2017 11:49:22,0,1,42825492614
DRIVE 1 ACTUAL POWER,31/03/2017 11:50:22,0,1,42825493308
DRIVE 1 ACTUAL POWER,31/03/2017 11:51:22,0,1,42825494003
DRIVE 1 ACTUAL POWER,31/03/2017 11:52:22,0,1,42825494697
DRIVE 1 ACTUAL POWER,31/03/2017 11:53:22,0,1,42825495392
DRIVE 1 ACTUAL POWER,31/03/2017 11:54:22,0,1,42825496086
DRIVE 1 ACTUAL POWER,31/03/2017 11:55:22,0,1,42825496781
DRIVE 1 ACTUAL POWER,31/03/2017 11:56:22,0,1,42825497474
DRIVE 1 ACTUAL POWER,31/03/2017 11:57:22,0,1,42825498169
DRIVE 1 ACTUAL POWER,31/03/2017 11:58:22,0,1,42825498863
DRIVE 1 ACTUAL POWER,31/03/2017 11:59:22,0,1,42825499558
DRIVE 1 ACTUAL POWER,31/03/2017 12:00:22,0,1,42825500252
DRIVE 1 ACTUAL POWER,31/03/2017 12:01:22,0,1,42825500947
DRIVE 1 ACTUAL POWER,31/03/2017 12:02:22,0,1,42825501641
DRIVE 1 ACTUAL POWER,31/03/2017 12:03:22,0,1,42825502336
DRIVE 1 ACTUAL POWER,31/03/2017 12:04:22,0,1,42825503030
DRIVE 1 ACTUAL POWER,31/03/2017 12:05:22,0,1,42825503725
DRIVE 1 ACTUAL POWER,31/03/2017 12:06:22,0,1,42825504419
DRIVE 1 ACTUAL POWER,31/03/2017 12:07:22,0,1,42825505114
DRIVE 1 ACTUAL POWER,31/03/2017 12:08:22,0,1,42825505808
DRIVE 1 ACTUAL POWER,31/03/2017 12:09:22,0,1,42825506503
DRIVE 1 ACTUAL POWER,31/03/2017 12:10:22,0,1,42825507197
DRIVE 1 ACTUAL POWER,31/03/2017 12:11:22,0,1,42825507892
DRIVE 1 ACTUAL POWER,31/03/2017 12:12:22,0,1,42825508586
DRIVE 1 ACTUAL POWER,31/03/2017 12:13:22,0,1,42825509280
DRIVE 1 ACTUAL POWER,31/03/2017 12:14:22,0,1,42825509975
DRIVE 1 ACTUAL POWER,31/03/2017 12:15:22,0,1,42825510669
DRIVE 1 ACTUAL POWER,31/03/2017 12:16:22,0,1,42825511364
DRIVE 1 ACTUAL POWER,31/03/2017 12:17:22,2.103878,1,42825512058
DRIVE 1 ACTUAL POWER,31/03/2017 12:18:22,5.42E-02,1,42825512753
DRIVE 1 ACTUAL POWER,31/03/2017 12:19:22,0,1,42825513447
DRIVE 1 ACTUAL POWER,31/03/2017 12:20:22,0,1,42825514142
DRIVE 1 ACTUAL POWER,31/03/2017 12:21:22,0,1,42825514836
DRIVE 1 ACTUAL POWER,31/03/2017 12:22:22,5.861337,1,42825515531
DRIVE 1 ACTUAL POWER,31/03/2017 12:23:22,0,1,42825516225
DRIVE 1 ACTUAL POWER,31/03/2017 12:24:22,4.81834,1,42825516920
DRIVE 1 ACTUAL POWER,31/03/2017 12:25:22,0,1,42825517613
DRIVE 1 ACTUAL POWER,31/03/2017 12:26:22,0,1,42825518308
DRIVE 1 ACTUAL POWER,31/03/2017 12:27:22,5.555248,1,42825519002
DRIVE 1 ACTUAL POWER,31/03/2017 12:28:22,4.236009,1,42825519697
DRIVE 1 ACTUAL POWER,31/03/2017 12:29:22,4.038275,1,42825520391
DRIVE 1 ACTUAL POWER,31/03/2017 12:30:22,4.16057,1,42825521086
DRIVE 1 ACTUAL POWER,31/03/2017 12:31:22,4.045304,1,42825521780
DRIVE 1 ACTUAL POWER,31/03/2017 12:32:22,3.942419,1,42825522475
DRIVE 1 ACTUAL POWER,31/03/2017 12:33:22,0,1,42825523169
DRIVE 1 ACTUAL POWER,31/03/2017 12:34:22,0,1,42825523863
DRIVE 1 ACTUAL POWER,31/03/2017 12:35:22,0,1,42825524558
DRIVE 1 ACTUAL POWER,31/03/2017 12:36:22,0,1,42825525252
DRIVE 1 ACTUAL POWER,31/03/2017 12:37:22,0,1,42825525947
DRIVE 1 ACTUAL POWER,31/03/2017 12:38:22,0,1,42825526641
DRIVE 1 ACTUAL POWER,31/03/2017 12:39:22,0,1,42825527336
DRIVE 1 ACTUAL POWER,31/03/2017 12:40:22,0,1,42825528030
DRIVE 1 ACTUAL POWER,31/03/2017 12:41:22,0,1,42825528725
DRIVE 1 ACTUAL POWER,31/03/2017 12:42:22,0,1,42825529419
DRIVE 1 ACTUAL POWER,31/03/2017 12:43:22,0,1,42825530114
DRIVE 1 ACTUAL POWER,31/03/2017 12:44:22,0,1,42825530808
DRIVE 1 ACTUAL POWER,31/03/2017 12:45:22,0,1,42825531503
DRIVE 1 ACTUAL POWER,31/03/2017 12:46:22,0,1,42825532197
DRIVE 1 ACTUAL POWER,31/03/2017 12:47:22,0,1,42825532892
DRIVE 1 ACTUAL POWER,31/03/2017 12:48:22,0,1,42825533586
DRIVE 1 ACTUAL POWER,31/03/2017 12:49:22,0,1,42825534281
DRIVE 1 ACTUAL POWER,31/03/2017 12:50:22,0,1,42825534975
DRIVE 1 ACTUAL POWER,31/03/2017 12:51:22,0,1,42825535670
DRIVE 1 ACTUAL POWER,31/03/2017 12:52:22,0,1,42825536364
DRIVE 1 ACTUAL POWER,31/03/2017 12:53:22,0,1,42825537058
DRIVE 1 ACTUAL POWER,31/03/2017 12:54:22,0,1,42825537752
DRIVE 1 ACTUAL POWER,31/03/2017 12:55:22,0,1,42825538447
DRIVE 1 ACTUAL POWER,31/03/2017 12:56:22,0,1,42825539141
DRIVE 1 ACTUAL POWER,31/03/2017 12:57:22,0,1,42825539836
DRIVE 1 ACTUAL POWER,31/03/2017 12:58:22,0,1,42825540530
DRIVE 1 ACTUAL POWER,31/03/2017 12:59:22,0,1,42825541224
DRIVE 1 ACTUAL POWER,31/03/2017 13:00:22,0,1,42825541919
DRIVE 1 ACTUAL POWER,31/03/2017 13:01:22,0,1,42825542613
DRIVE 1 ACTUAL POWER,31/03/2017 13:02:22,0,1,42825543308
DRIVE 1 ACTUAL POWER,31/03/2017 13:03:22,0,1,42825544002
DRIVE 1 ACTUAL POWER,31/03/2017 13:04:22,0,1,42825544697
DRIVE 1 ACTUAL POWER,31/03/2017 13:05:22,0,1,42825545391
DRIVE 1 ACTUAL POWER,31/03/2017 13:06:22,0,1,42825546086
DRIVE 1 ACTUAL POWER,31/03/2017 13:07:22,0,1,42825546780
$RT_OFF$,31/03/2017 13:07:52,0,2,42825547132
DRIVE 1 ACTUAL POWER,31/03/2017 13:09:02,11.64798,1,42825547934
DRIVE 1 ACTUAL POWER,31/03/2017 13:10:02,10.9393,1,42825548629
DRIVE 1 ACTUAL POWER,31/03/2017 13:11:02,10.29609,1,42825549323
DRIVE 1 ACTUAL POWER,31/03/2017 13:12:02,10.01471,1,42825550018
DRIVE 1 ACTUAL POWER,31/03/2017 13:13:02,9.574567,1,42825550712
DRIVE 1 ACTUAL POWER,31/03/2017 13:14:02,9.420238,1,42825551407
DRIVE 1 ACTUAL POWER,31/03/2017 13:15:02,9.143433,1,42825552101
DRIVE 1 ACTUAL POWER,31/03/2017 13:16:02,8.707808,1,42825552796
DRIVE 1 ACTUAL POWER,31/03/2017 13:17:02,8.358076,1,42825553490
